,survival,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,family_size
798,0,3,male,0.5294117647058824,0,0,0.11777931286168603,C,Third,man,True,Cherbourg,no,True,0
799,0,3,female,0.5294117647058824,1,1,0.39345576351597933,S,Third,woman,False,Southampton,no,False,2
801,1,2,female,0.5490196078431373,1,1,0.4276693081695428,S,Second,woman,False,Southampton,yes,False,2
804,1,3,male,0.4705882352941177,0,0,0.1136378447421928,S,Third,man,True,Southampton,yes,True,0
805,0,3,male,0.5490196078431373,0,0,0.12667157603878837,S,Third,man,True,Southampton,no,True,0
806,0,1,male,0.7058823529411765,0,0,0.0,S,First,man,True,Southampton,no,True,0
807,0,3,female,0.2941176470588236,0,0,0.12667157603878837,S,Third,woman,False,Southampton,no,True,0
809,1,1,female,0.5882352941176471,1,0,0.8651139148115323,S,First,woman,False,Southampton,yes,False,1
810,0,3,male,0.4509803921568628,0,0,0.1285044445023721,S,Third,man,True,Southampton,no,True,0
811,0,3,male,0.7058823529411765,0,0,0.39345576351597933,S,Third,man,True,Southampton,no,True,0
812,0,2,male,0.6274509803921569,0,0,0.1710677232678171,S,Second,man,True,Southampton,no,True,0
813,0,3,female,0.05882352941176472,4,2,0.5095374328762838,S,Third,child,False,Southampton,no,False,6
814,0,3,male,0.5392156862745099,0,0,0.13115192117199312,S,Third,man,True,Southampton,no,True,0
816,0,3,female,0.3921568627450981,0,0,0.12911540065690005,S,Third,woman,False,Southampton,no,True,0
817,0,2,male,0.5490196078431373,1,1,0.6028784995568531,C,Second,man,True,Cherbourg,no,False,2
818,0,3,male,0.7843137254901962,0,0,0.10508445857880191,S,Third,man,True,Southampton,no,True,0
819,0,3,male,0.13725490196078433,3,2,0.4545513789687712,S,Third,child,False,Southampton,no,False,5
821,1,3,male,0.4705882352941177,0,0,0.14113087169594912,S,Third,man,True,Southampton,yes,True,0
822,0,1,male,0.6862745098039216,0,0,0.0,S,First,man,True,Southampton,no,True,0
823,1,3,female,0.4705882352941177,0,1,0.20324474740628745,S,Third,woman,False,Southampton,yes,False,1
825,0,3,male,0.5235121107266436,0,0,0.11323054063917415,Q,Third,man,True,Queenstown,no,True,0
826,0,3,male,0.5235121107266436,0,0,0.9204388457327566,S,Third,man,True,Southampton,no,True,0
828,1,3,male,0.5235121107266436,0,0,0.12626427193576978,Q,Third,man,True,Queenstown,yes,True,0
830,1,3,female,0.23529411764705882,1,0,0.23549019863406495,C,Third,child,False,Cherbourg,yes,False,1
833,0,3,male,0.3921568627450981,0,0,0.1279619154371513,S,Third,man,True,Southampton,no,True,0
834,0,3,male,0.2941176470588236,0,0,0.13522496220217922,S,Third,man,True,Southampton,no,True,0
836,0,3,male,0.35294117647058826,0,0,0.14113087169594912,S,Third,man,True,Southampton,no,True,0
839,1,1,male,0.5235121107266436,0,0,0.4838772743861113,C,First,man,True,Cherbourg,yes,True,0
840,0,3,male,0.33333333333333337,0,0,0.12911540065690005,S,Third,man,True,Southampton,no,True,0
841,0,2,male,0.2549019607843137,0,0,0.1710677232678171,S,Second,man,True,Southampton,no,True,0
842,1,1,female,0.5294117647058824,0,0,0.5050570877430791,C,First,woman,False,Cherbourg,yes,True,0
843,0,3,male,0.6176470588235294,0,0,0.10488080652729262,C,Third,man,True,Cherbourg,no,True,0
845,0,3,male,0.7647058823529412,0,0,0.12300583911162088,S,Third,man,True,Southampton,no,True,0
847,0,3,male,0.6274509803921569,0,0,0.1286396694645743,C,Third,man,True,Cherbourg,no,True,0
848,0,2,male,0.4901960784313726,0,1,0.5376414159845682,S,Second,man,True,Southampton,no,False,1
850,0,3,male,0.019607843137254832,4,2,0.5095374328762838,S,Third,child,False,Southampton,no,False,6
852,0,3,female,0.11764705882352938,1,1,0.24838707575204627,C,Third,child,False,Cherbourg,no,False,2
853,1,1,female,0.2549019607843137,0,1,0.6419112663573328,S,First,woman,False,Southampton,yes,False,1
854,0,2,female,0.803921568627451,1,0,0.42359626713935666,S,Second,woman,False,Southampton,no,False,1
855,1,3,female,0.2941176470588236,0,1,0.15233173452896093,S,Third,woman,False,Southampton,yes,False,1
857,1,1,male,0.9411764705882354,0,0,0.43255695740576616,S,First,man,True,Southampton,yes,True,0
858,1,3,female,0.411764705882353,0,3,0.31375938428653355,C,Third,woman,False,Cherbourg,yes,False,3
860,0,3,male,0.7450980392156863,2,0,0.22985473906469944,S,Third,man,True,Southampton,no,False,2
861,0,2,male,0.35294117647058826,1,0,0.1873598873885616,S,Second,man,True,Southampton,no,False,1
862,1,1,female,0.8823529411764707,0,0,0.422442781919608,S,First,woman,False,Southampton,yes,True,0
864,0,2,male,0.411764705882353,0,0,0.2117981335696783,S,Second,man,True,Southampton,no,True,0
865,1,2,female,0.7647058823529412,0,0,0.2117981335696783,S,Second,woman,False,Southampton,yes,True,0
866,1,2,female,0.4705882352941177,1,0,0.2257816980345133,C,Second,woman,False,Cherbourg,yes,False,1
867,0,1,male,0.5490196078431373,0,0,0.8226858610082897,S,First,man,True,Southampton,no,True,0
868,0,3,male,0.5235121107266436,0,0,0.1547755591470726,S,Third,man,True,Southampton,no,True,0
869,1,3,male,0.019607843137254832,1,1,0.1813855508054846,S,Third,child,False,Southampton,yes,False,2
871,1,1,female,0.8627450980392157,1,1,0.8562216516344299,S,First,woman,False,Southampton,yes,False,2
872,0,1,male,0.5882352941176471,0,0,0.08146082060372242,S,First,man,True,Southampton,no,True,0
873,0,3,male,0.8627450980392157,0,0,0.14662947708670038,S,Third,man,True,Southampton,no,True,0
874,1,2,female,0.4901960784313726,1,0,0.3910119388978677,C,Second,woman,False,Cherbourg,yes,False,1
875,1,3,female,0.23529411764705882,0,0,0.1177108857723789,C,Third,child,False,Cherbourg,yes,True,0
876,0,3,male,0.33333333333333337,0,0,0.1604093895000261,S,Third,man,True,Southampton,no,True,0
880,1,2,female,0.43137254901960786,0,1,0.42359626713935666,S,Second,woman,False,Southampton,yes,False,1
881,0,3,male,0.5882352941176471,0,0,0.1286396694645743,S,Third,man,True,Southampton,no,True,0
882,0,3,female,0.37254901960784315,0,0,0.17133980240863356,S,Third,woman,False,Southampton,no,True,0
883,0,2,male,0.4901960784313726,0,0,0.1710677232678171,S,Second,man,True,Southampton,no,True,0
885,0,3,female,0.7058823529411765,0,5,0.47450928001668324,Q,Third,woman,False,Queenstown,no,False,5
887,1,1,female,0.3137254901960784,0,0,0.4887649236223346,S,First,woman,False,Southampton,yes,True,0
888,0,3,female,0.5235121107266436,1,2,0.38205124863145823,S,Third,woman,False,Southampton,no,False,3
889,1,1,male,0.4509803921568628,0,0,0.4887649236223346,C,First,man,True,Cherbourg,yes,True,0
890,0,3,male,0.5686274509803922,0,0,0.12626427193576978,Q,Third,man,True,Queenstown,no,True,0
